10420,FA-52443-06,"An essay is presented on monastic institutions in imperial Russia. Emphasis is given to the case of Mariia Zakharova, a woman charged with disguising herself as a monk and living in a Russian Orthodox monastery. According to the author, the popular discourse on Zakharova's case was indicative of larger concerns about disorder and loss of control in monasteries and in Russian society at large. Topics discussed include homosexuality, cross-dressing, and women's roles in Russian society.",,Christine D. Worobec,Journal,The Journal of the History of Sexuality,,,,http://connection.ebscohost.com/c/essays/61964657/cross-dressing-russian-orthodox-monastery-case-mariia-zakharova,Ebsco Host Connection,"""Cross Dressing in a Russian Orthodox Monastery: The Case of Mariia Zakharova,"" The Journal of the History of Sexuality 20, no. 2 (May 2011): 336-57.",2011
10421,FA-57352-13,"In Schroeder [2015], I defended the view that knowledge can be successfully analyzed as belief for reasons that are both subjectively and objectively sufficient.  Since this is Kant's characterization of knowledge in the first Critique, let us call this the Kantian Account.   My aim in that paper was to argue that the Kantian Account provides a simple and attractive way of making good on the idea that knowledge involves a kind of match between subjective and objective factors – the right sort of match to explain why knowledge is prime, why it has a distinctive kind of explanatory power, along the lines defended by Williamson [2000], and why it exhibits the phenomenon that I call defeater pairing, on which, very roughly, objective conditions that defeat knowledge come paired with subjective counterparts.   The Kantian Account, I argued, provides a way of making sense of these things without getting into either of the two major sources of trouble that have traditionally plagued similarly motivated analyses of knowledge: the conditional fallacy and the defeater dialectic.   &#x0D; Daniel Whiting [2015] argues, in this journal, that I have overstated my case.  More specifically, he argues that the Kantian Account founders on one of the most classic cases in the Gettierological literature, fake barns.   In this paper I'll rehearse the problem of fake barns as faced by the Kantian Account.  We'll see that this problem requires a certain view about the nature of basic perceptual reasons.  Hence, I'll argue that by adopting an alternative account of basic perceptual reasons, the Kantian Account can evade Whiting's objection, and I'll argue that this alternative account is independently better motivated.  The moral will be that though Whiting is right to press his objection to the treatment of fake barns in my earlier paper, the Kantian Account itself can escape unscathed.",Open access,Mark Schroeder,Journal,Logos and Episteme,http://logos-and-episteme.acadiasi.ro/in-defense-of-the-kantian-account-of-knowledge-reply-to-whiting-pages-371-382/,Journal webpage.,Logos and Episteme,http://static1.squarespace.com/static/55505fc8e4b032b4451e4a90/t/55ca368ee4b080aed53c4a57/1439315598977/Schroeder Reply to-Whiting.pdf,Pre-publication draft on author's homepage.,In Defense of the Kantian Account of Knowledge: Reply to Whiting,2015
10422,FA-57352-13,"In his wide-ranging and ambitious Epistemological Disjunctivism, Duncan Pritchard outlines and defends what he calls the ""holy grail"" of epistemology – a view that aims to combine the virtues of both internalist and externalist approaches in epistemology, and which claims to offer a novel, robust, and ""satisfying"" response to the problem of radical skepticism.  The only problem with this view, Pritchard notes, is that it ""occupies a region of logical space in epistemology that many hold is simply unavailable"".   According to Pritchard's diagnosis, there are three chief prima facie problems for his brand of epistemological disjunctivism that have seemed to make it unavailable, and his defense is constituted by replies to these three problems, in addition to an elaboration of its virtues.  But unfortunately for the search for epistemology's holy grail, in this paper I will show that Pritchard's responses to two of the three problems facing his preferred form of epistemological disjunctivism are in tension.",Open access,Mark Schroeder,Journal,Logos and Episteme,http://logos-and-episteme.acadiasi.ro/knowledge-based-on-seeing-pages-101-107/,Journal webpage.,Logos and Episteme,,,Knowledge Based on Seeing,2016
20484,FA-56423-12,"Many philosophical theories of causation are egalitarian, rejecting a distinction between causes and mere causal conditions. We sought to determine the extent to which people's causal judgments discriminate, selecting as causes counternormal events—those that violate norms of some kind—while rejecting non-violators. We found significant selectivity of this sort. Moreover, priming that encouraged more egalitarian judgments had little effect on subjects. We also found that omissions are as likely as actions to be judged as causes, and that counternormative selectivity appears to apply equally to actions and omissions.",,"Chris Zarpentine, Randolph Clarke, Joshua Shepherd, John Stigall, Robyn Repko Waller",Journal,Philosophical Psychology,,,,,,"Causation, Norms, and Omissions: A Study of Causal Judgments",2015
20487,GI-50019-08,"""Page and Stage: Theater, Tradition, and Culture in America"" was a major classics-based public program supported by the National Endowment for the Humanities that toured the United States in 2008-9. This paper traces the origins and development of this groundbreaking new program that united professional theater artists with classicists and librarians to reach an audience of over 88,000 people and sought to inspire dynamic public programming between American libraries and performing arts centers. The program was based around Homer's Iliad and involved performances, lectures, reading groups, film screenings, post-performance discussions, free books, and a new Web site (www.pageandstage.org).",,"Peter Meineck, Daniel Banks, Joy Connelly, Stanley Lombrado, Dorota Dutsch, John Buxton and Jay Painter, Nancy Tessman",Journal,Classical World,https://muse-jhu-edu.proxy.library.nyu.edu/issue/19720,Classical World and Project Muse,"Classical World 103, no. 2 (2010): 221-226.",,,"""Page and Stage"": Theater, Tradition, and Culture in America -Seven Papers in a special edition",2010
20489,FZ-256564-17,Public humanities article about Donald Trump and American exceptionalism.,open access,Abram Van Engen,Journal,Religion and Politics,https://religionandpolitics.org/2020/09/29/white-evangelicals-and-the-new-american-exceptionalism-of-donald-trump/,website of the Religion and Politics Journal,Religion and Politics,,,White Evangelicals and the New American Exceptionalism of Donald Trump,2020
20490,FZ-256564-17,Public humanities article about the problems of Christian nationalism and its histories of America.,open access,Abram Van Engen,Other,Patheos,https://www.patheos.com/blogs/anxiousbench/2020/07/os-guinness-eric-metaxas-and-their-dangerous-myths-of-american-history/,website of Patheos,Patheos,,,"Os Guinness, Eric Metaxas, and Their Dangerous Myths of American History",2020
20491,FZ-256564-17,Public humanities piece in the national newspaper about American exceptionalism and where it fits in the Democratic Party.,,Abram Van Engen,Newspaper,Washington Post,https://www.washingtonpost.com/outlook/2021/01/05/democrats-are-trying-reclaim-american-exceptionalism-will-it-work/,Washington Post,Washington Post,,,Democrats are trying to reclaim American exceptionalism. Will it work?,2021
20493,ZH-251475-17,How City of Asylum created a shared programming platform for Pittsburgh arts and humanities organizations to continue presenting during the pandemic.,,Carol Hymowitz,Magazine,Bloomberg Businessweek,http://www.bloomberg.com/news/articles/2020-05-26/small-arts-organizations-quickly-adapt-to-survive,Link to article,Bloomberg Businessweek,,,Small Arts Organizations Quickly Adapt to Survive,2020
20494,ZH-251475-17,City of Asylum receives 2018 Champion in Action Award from Citizens Bank.,,Bob Bauder,Newspaper,TribLive,http://archive.triblive.com/local/pittsburgh-allegheny/city-of-asylum-named-2018-champion-in-action/,Link to article,Citizens Bank,,,"Citizen Bank ""Champions in Action"" Award",2018
20497,ZH-251475-17,"Ambassador Power presented her memoir ""The Education of an Idealist"" in discussion with Feyisola Akintola, Special Initiatives Manager in the City of Pittsburgh's Office of Equity.  Followed by questions from the streaming audience.",open,Not applicable,Other,Visit Pittsburgh,http://www.visitpittsburgh.com/events-festivals/samantha-power-28th-united-states-ambassador-to-the-united-nations-presented-by-city-of-asylum/,Link to website,Visit Pittsburgh,,,Samantha Power: 28th United States Ambassador to the United Nations Presented by City of Asylum,2020
20499,ZH-251475-17,"Article on one month's programming by City of Asylum at Alphabet City.  Programs included author Margot Jefferson, ReelQ Film Festival, Cave Canem faculty poets, jazz group Thumbscrew (created during a residency at City of Asylum), and the Pittsburgh Symphony.  Each program included audience discussion.",Open,Nick Eustis,Newspaper,Norhside Chronicle,http://www.thenorthsidechronicle.com/june-events-at-alphabet-city/,,Northside Chronicle,,,June 2017 Events at Alphabet City,2017
20500,ZH-251475-17,"Article on Richard Powers' presenting ""The Overstory"" during the month of its release at City of Asylum's Alphabet City.  Like all readings it was free to the public, followed by an audience Q &amp; A.",open,Marylynne Pitz,Newspaper,Pittsburgh Post-Gazette,http://www.post-gazette.com/ae/books/2018/05/10/Richard-Powers-author-of-The-Overstory-reads-from-his-new-novel-about-human-beings-versus-trees/stories/201805120004,,Pittsburgh Post-Gazette,,,"Richard Powers, author of 'The Overstory,' reads from his new novel about human beings versus trees",2018
20502,FZ-250287-16,Excerpt from Gods of the Upper Air,,Charles King,Other,Chronicle of Higher Education Review,http://www-chronicle-com/article/gin-sex-malaria-and-the-hunt-for-academic-prestige/,,,,,"Gin, Sex, Malaria, and the Hunt for Academic Prestige",2019
20503,FZ-250287-16,Excerpt from Gods of the Upper Air,,Charles King,Magazine,Columbia Magazine,https://magazine.columbia.edu/article/genius-work-how-franz-boas-created-field-cultural-anthropology,,,,,Genius at Work: How Franz Boas Created the Field of Cultural Anthropology,2019
20504,FZ-250287-16,Overview of Gods of the Upper Air,,Charles King,Newspaper,Washington Post,https://www.washingtonpost.com/outlook/the-anthropologists-who-upended-the-science-of-white-supremacy/2019/08/01/da0575c6-a314-11e9-b732-41a79c2551bf story.html,,,,,The Anthropologists Who Upended the 'Science' of White Supremacy,2019
20505,FZ-250287-16,Excerpt from Gods of the Upper Air,,Charles King,"Magazine, Other",Medium,https://zora.medium.com/when-zora-met-zombie-dbcf0fb45d11,,,,,When Zora Neale Hurston Studied Zombies in Haiti,2019
20508,FZ-250287-16,Excerpt from Gods of the Upper Air,,Charles King,Magazine,Humanities,https://www.neh.gov/article/what-zora-went-looking,,,,,What Zora Went Looking For,2021
20509,FZ-250287-16,Article on race and US education drawn from research for Gods of the Upper Air,,Charles King,Magazine,TIME.com,https://time.com/5642773/american-students-taught-race/,,,,,American Students Are Taught Racism Is Bad—But They're Still Not Learning the Truth About Race,2019
20520,FT-61759-14,"Pirates in the Atlantic Ocean have excited imaginations ever since they stole from merchant ships and battled naval vessels in the Age of Sail. But pirates also illustrate an underappreciated process in the development of modern states and empires: the struggle between state and non-state actors to establish a monopoly of violence on the high seas. This essay traces this contest over violence in three stages: (1) the challenge posed by English pirates to Europe's dominant imperial power, Spain, in the sixteenth and seventeenth centuries; (2) the threat made by these same pirates to the emerging British Empire in the late seventeenth and early eighteenth centuries; and (3) the successful efforts of the British state to exert control over the Atlantic through state-sponsored forms of piracy, privateers and press gangs, in the eighteenth century. The British established naval supremacy and consolidated imperial control over the Atlantic by monopolizing the same violent methods once used by pirates.",open access,Denver Brunsman,Journal,História (São Paulo),https://www.scielo.br/j/his/a/pjB6Z36Pck85fj37XyNVg5b/?lang=en,,História (São Paulo),,,"“Pirates vs. Press Gangs: The Battle for the Atlantic""",2019
20523,FT-264958-19,"The dowsing debate in Imperial Germany and its role in the solution to the ‘water question' in German Southwest Africa is a window on the three principal themes of this article: environmental challenges, imperial fantasies and the fluidity of epistemologies. First, the water question, as contemporaries termed it, was a significant concern in German Southwest Africa, and discussions of divination illustrate its centrality in the development of Germany's first and only settler colony. Secondly, the main protagonist, district administrator and dowser Rafael Perfecto von Uslar, and his role in the search for water sources in German Southwest Africa capture the limits of German colonial control. Von Uslar stepped into a vacuum created by German ethnocentrism and its dismissive colonial gaze. Finally, the resurgence of divination, a folk tradition many believed existed only outside the sciences, blurred the line between objective scientific knowledge and superstition within the German Empire—all the while silencing local African expertise.",subscription,Martin Kalb,Journal,German History,https://academic.oup.com/gh/article-abstract/38/4/568/6065946?redirectedFrom=fulltext,"Website of the journal 'German History' and specifics about my article (including the abstract, publication volume, and such);","German History (journal), via Oxford University Press",,,"The dowsing debate: Water, science and colonialism in German Southwest Africa",2020
20538,FB-56134-12,"Between World Wars I and II, the various Paris salons were an important proving ground for Latin American artists. In addition to providing a well-established and supported cultural infrastructure, which in some Latin American countries simply did not exist at all and in others not to the same extent, these salons allowed artists to test new ideas and garner reviews that would help establish their reputation at home and abroad. Moreover, these artists understood the implications and parameters of exhibiting at the different salons and often selected their venue accordingly, strategically positioning themselves as traditional, anti-academic, or avant-garde. Latin American artists were not immune to the conflicts that plagued the independent salon in the 1920s, however ; and many took a stand in the face of increasing xenophobia.",Open Access,Michele Greet,Journal,Mundo Nuevo Nuevos Mundos,http://https://nuevomundo.revues.org/70847,"Between World Wars I and II, the various Paris salons were an important proving ground for Latin American artists. In addition to providing a well-established and supported cultural infrastructure, which in some Latin American countries simply did not exist at all and in others not to the same extent, these salons allowed artists to test new ideas and garner reviews that would help establish their reputation at home and abroad. Moreover, these artists understood the implications and parameters of exhibiting at the different salons and often selected their venue accordingly, strategically positioning themselves as traditional, anti-academic, or avant-garde. Latin American artists were not immune to the conflicts that plagued the independent salon in the 1920s, however ; and many took a stand in the face of increasing xenophobia.",,,,“An International Proving Ground: Latin American Artists at the Paris Salons”,2017
20548,BH-272365-20,"Students can eagerly engage with history, especially when broad historical themes are grounded in communities where students live, the streets they travel, and the buildings they pass by or enter every day; however, these instructional approaches require specialized training to include skills development in finding and working with primary archival documentation. A major resource for such training is provided through the National Endowment for the Humanities Landmarks of American History and culture program. In this article, we describe a pilot program conducted in Spartanburg, South Carolina designed to accomplish that goal with respect to the Southern textile mill industry.",open access,"Wren Bareiss, Rebecca Mueller, Ann Merrymn",Journal,Teacher Education Journal of South Carolina,https://drive.google.com/file/d/1pe8MrcjkQt0HCEFt D6pWR0naXC4tNSE/view,"digital copy of the article, which was part of the Fall 2021 edition",South Carolina Association of Teacher Educators,,,TEACHING ABOUT THE INDUSTRIAL REVOLUTION USING LOCAL LANDMARKS: ENGAGING STUDENTS WITH COMMUNITY HISTORY,2021
20550,FA-56424-12,"The Lodge of Spurned Gold honoring He Wenyuan??? (1385-1457), in its political context, presented an ""authenticity dilemma."" Related to emic terms like ?? (to chase fame), ""authenticity dilemma"" refers to an honor for a good act raising doubts about sincerity.  The Lodge spawned Spurned-Gold Pavilions (que jin ting???) to Ming envoys and other officials.  Accounts of Pavilions and the Lodge changed over time to manage the dilemma.  From one-time refusals of cash gifts from subordinate officials and individual subjects, narratives came to present honorees as life-long exemplars cherished by local commoners.",,Sarah Schneewind,Journal,Journal of the Economic and Social History of the Orient,,,Journal of the Economic and Social History of the Orient,,,Pavilions to Celebrate Honest Officials (Que Jin Ting),2021
20551,FA-56424-12,"This article centers on the career of one sixteenth-century Chinese official, Lin Jun, to connect several religious phenomena of Ming times (1368-1644). The well-known mutual toleration, even syncretism, among Buddhism, Confucianism, Daoism, and the popular religion – referred to by Voltaire – is only one side of Ming religious life.  During the high Ming, in particular, zealous Confucian officials launched attacks on temples of the other religions, dubbing them ""improper shrines.""  The images of some of these men were placed into shrines to receive offerings while they were alive.  Such premortem shrines have been seen as primarily political, but in this case, they honored men who had angered the people of the jurisdiction, and in a sense replaced deities important to the community.  Viewing premortem shrines in the light of religious competition suggests that the shrines may have captured a kind of violent spiritual power not normally associated with Confucian officials.",,Sarah Schneewind,Journal,The Sixteenth Century Journal,,,,,,The Lady Vanishes: Religious Conflict and Premortem Enshrinement in Sixteenth-Century China,2021
20552,FA-56424-12,"Historians disagree about the role of literacy in Ming society. Certainly, the stone inscriptions that littered the Chinese landscape displayed elaborate essays showing the gentry author's erudition and compositional skill. Yet steles for shrines to living officials also sent political messages. They authorized and amplified the voice of ""the common people,"" embodying and explicitly arguing for a popular voice in the evaluation of magistrates and prefects. How were these texts on public monuments understood by the many Ming people with only basic literacy? The Late Imperial Primer Literacy Sieve is a digital tool that sifts a target text, such as a commemorative stele, leaving only the characters found in one or more primers. The Sieve may bring us closer to understanding not only what was written, but what was read. The article argues that the message of premortem steles about popular participation could indeed come across.",,Sarah Schneewind,Journal,Journal of Chinese History,http://doi:10.1017/jch.2019.43,,Cambridge UP,,,How the Primer-Literate Read Ming Steles: A Digital Speculation,2020
20553,FA-56424-12,"Although post-mortem apotheosis and secular honor in temples have received more attention, shrines to living men were also ordinary institutions from Han times onwards in Chinese history. Previous scholarship so far on pre-mortem shrines in Tang and Song relates them to pre-mortem commemoration in inscribed records of local commendation on the one hand and Neo-Confucian Daoxue Shrines to Local Worthies on the other. That scholarly work suggests that Tang and Song premortem shrines when political were basically elite institutions; and that when common people were involved their motivations were religious rather than political. In Ming times, by contrast, premortem shrines were normatively established by commoners and constituted a venue for popular political participation, while the steles commemorating the shrines explicitly argued that non-elite people had the right to political speech. This article speculates, as a hypothesis awaiting further research, that both Yuan modes of government generally, and creative uses of premortem enshrinement in Yuan times specifically, may have contributed to Ming populism.",,Sarah Schneewind,Journal,Frontiers of History in China,http://DOI 10.3868/s020-008-019-0011-6,,,,,Peculiar Living Shrines and Yuan Governance as Background to Ming Populism,2019
20560,FT-58537-11,"This article takes a closer look at descriptions of early crusading encounters with Babylon, with the aim of demonstrating that what seems on the surface like a simple geographical misidentification is actually the purposeful evocation of a potent theological symbol.  This becomes clear if we follow the lead of medieval authors and treat the First Crusade not simply as a series of diplomatic and military encounters but as a high-stakes spiritual contest.",By subscription only,Katherine Allen Smith,Journal,Haskins Society Journal,http://https://boydellandbrewer.com/9781783275731/the-haskins-society-journal-31/,Publisher's website,Boydell &amp; Brewer,,,The Road to Babylon: The First Crusade as Moral Performance,2020
20562,FT-58537-11,"The early Latin chronicles of the First Crusade contain a vast number of biblical quotations and allusions, and incorporate interpretive techniques borrowed from scriptural exegesis.  Though these chronicles are some of the most intensively studied texts of the entire medieval period, scholars have so far paid relatively little attention to this aspect of early crusading historiography.  This article presents a series of case studies suggestive of how historians might use the biblical material in the early crusading chronicles to better understand the historical reception of the First Crusade in the Latin West, the role of the Scriptures in mediating European chroniclers' views of Christian holy warriors and their Muslim enemies, and the relationships between individual histories of the crusade.  More broadly, this way of reading the early crusading chronicles illustrates the fluidity between the genres of exegesis and history in twelfth-century Europe.",By subscription only,Katherine Allen Smith,Journal,Studies in Medieval and Renaissance History,http://https://acmrspress.com/studies-in-medieval-and-renaissance-history-journal-volume-10/,Publisher's website,ACMRS Press (c/o Arizona Center for Medieval and Renaissance Studies),,,"Glossing the Holy War: Exegetical Constructions of the First Crusade, c.1099-c.1146",2013
20594,FT-248660-16,Reveals that William Godwin's proof corrections for St. Leon were not implemented in a later edition of the novel and Godwin's correspondence with the printer related to this.,Subscription only,Hilary Havens,Journal,Notes and Queries,https://doi.org/10.1093/notesj/gjaa148,DOI link,,,,William Godwin’s Correspondence on Proof Corrections to St. Leon,2020
20596,FT-248660-16,Examines Frances Burney's changing view of the Bluestocking circle through the lens of several of her fictions and life writings.,Subscription only,Hilary Havens,Journal,Eighteenth-Century Life,https://read.dukeupress.edu/eighteenth-century-life/issue,,Duke UP,,,“‘How is our Blue club cut up!’: Frances Burney’s Changing Views of the Bluestockings”,2022
20599,HD-51705-13,"The abolitionist movement of the nineteenth­ century United States remains among the most significant social and political movements in US history. Abolitionist newspapers played a crucial role in spreading information and shaping public opinion around a range of issues relating to the abolition of slavery. These newspapers also serve as a primary source of information about the movement for scholars today, resulting in powerful new accounts of the movement and its leaders. This paper supplements recent qualitative work on the role of women in abolition's vanguard, as well as the role of the Black press, with a quantitative text modeling approach. Using diachronic word embeddings, we identify which newspapers tended to lead lexical semantic innovations — the introduction of new usages of specific words —and which newspapers tended to follow. We then aggregate the evidence across hundreds of changes into a weighted network with the newspapers as nodes; directed edge weights represent the frequency with which each newspaper led the other in the adoption of a lexical semantic change. Analysis of this network reveals pathways of lexical semantic influence, distinguishing leaders from followers, as well as others who stood apart from the semantic changes that swept through this period. More specifically, we find that two newspapers edited by women—The Provincial Freeman and The Lily —led a large number of semantic changes in our corpus, lending additional credence to the argument that a multiracial coalition of women led the abolitionist movement in terms of both thought and action. It also contributes additional complexity to the scholarship that has sought to tease apart the relation of the abolitionist movement to the women's suffrage movement, and the vexed racial politics that characterized their relation.",OA,"Sandeep Soni, Lauren Klein, Jacob Eisenstein",Journal,Journal of Cultural Analytics,https://culturalanalytics.org/article/18841-abolitionist-networks-modeling-language-change-in-nineteenth-century-activist-newspapers,,n/a,,,“Abolitionist Networks: Modeling Language Change in 19th-Century Activist Newspapers.”,2021
20600,HD-51705-13,n/a,Subscription,Lauren Klein,Journal,PMLA,https://www.cambridge.org/core/journals/pmla/article/abs/dimensions-of-scale-invisible-labor-editorial-work-and-the-future-of-quantitative-literary-studies/9BB30779EA9C9CF7AF176E7FEF12F484,,MLA,,,"“Dimensions of Scale: Invisible Labor, Editorial Work, and the Future of Quantitative Literary Studies.”",2020
20603,FZ-256442-17,"Heroines—far more than heroes—are often supposed to look and feel a certain way, and photographs of Elizabeth and Emily Blackwell are often misidentified. The Blackwell sisters may not conform to our prevailing image of heroine, but their impact has nothing to do with how they looked.",,Janice P. Nimura,Magazine,,https://www.smithsonianmag.com/history/way-americans-remember-blackwell-sisters-shortchanges-their-incredible-legacy-180976672/,,Smithsonian Magazine,,,The Way Americans Remember the Blackwell Sisters Shortchanges Their Legacy,2021
20604,FZ-256442-17,An excerpt from The Doctors Blackwell,open access,Janice P. Nimura,Magazine,Humanities Magazine,https://www.neh.gov/article/miss-blackwell-goes-medical-school,Humanities Magazine,National Endowment for the Humanities,,,Miss Blackwell Goes to Medical School,2021
20606,HD-51705-13,n/a,open / online,"Sandeep Soni, Lauren Klein",Other,Public Books,https://www.publicbooks.org/how-words-lead-to-justice,n/a,Public Books,,,“How Words Lead to Justice.”,2021
20607,HAA-271822-20,"Identifying intertextual relationships between authors is of central importance to the study of literature. We report an empirical analysis of intertextuality in classical Latin literature using word embedding models. To enable quantitative evaluation of intertextual search methods, we curate a new dataset of 945 known parallels drawn from traditional scholarship on Latin epic poetry. We train an optimized word2vec model on a large corpus of lemmatized Latin, which achieves state-of-the-art performance for synonym detection and outperforms a widely used lexical method for intertextual search. We then demonstrate that training embeddings on very small corpora can capture salient aspects of literary style and apply this approach to replicate a previous intertextual study of the Roman historian Livy, which relied on hand-crafted stylometric features. Our results advance the development of core computational resources for a major premodern language and highlight a productive avenue for cross-disciplinary collaboration between the study of literature and NLP.",Open Access,"Patrick Burns, James Brofos, Kyle Li, Pramit Chaudhuri, Joseph Dexter",Journal,Proceedings of the 2021 Conference of the North American Chapter of the Association for Computational Linguistics: Human Language Technologies,https://aclanthology.org/2021.naacl-main.389/,,Association for Computational Linguistics,,,Profiling of Intertextuality in Latin Literature Using Word Embeddings,2021
20609,FT-265259-19,"Mikhail Nikolaevich Gernet was a central figure in the study of criminology during the tsarist period, when he championed the sociological school of criminology. During the 1920s, he led the study of crime and penal reform. Through a study of Gernet's im- portant, largely overlooked, writings in 1917, this article argues that the revolution was a pivotal moment in his thinking and career. Gernet's hopes in the February Revolu- tion were crushed by what he saw as a dangerous wave of crime and samosud (mob violence) that did not respect the new state authority.",Subscription,Aaron B. Retish,Journal,Journal of Modern Russian History and Historiography,https://brill.com/view/journals/jmrh/13/1/article-p184 184.xml,,Brill,,,“The Birth of Soviet Criminology: Mikhail Gernet’s Vision of the Good State and the Dangers of the People in 1917”,2020
20611,FA-251123-17,Aristotle says that it is in the nature of color to impart movement to transparent media. Typically this is interpreted as implying that these media must be transparent (in fulfillment) before color moves them. I argue that this is a mistake.,,Sean Kelsey,Journal,Phronesis,https://doi-org.proxy.library.nd.edu/10.1163/15685284-12341347,doi,Brill,,,"Color, transparency, and light in Aristotle",2018
20613,FA-251123-17,"This paper asks what it is about ‘intelligence' (????) that, in Aristotle's view, makes ‘insight' (??e??) its proprietary work. It argues that the answer lies in the peculiar clarity and distinctness of its activity, ‘insight' (???s??). This clarity and distinctness, it argues, make intelligence the very ‘form' or ‘measure' of its objects—what they all ‘have in common,' what ‘makes' them intelligible, what their intelligibility consists in.",,Sean Kelsey,Journal,Philosophia (Athens),na,na,Academy of Athens,,,"What is intelligence? (Aristotle, De anima III, 4-8)",2018
20636,FT-60990-13,"En el primer artículo del dossier, Elizabeth Hutchison analiza la conformación del sindicato de trabajadoras domésticas en Chile, en el contexto de las décadas centrales del siglo XX. Si bien existían organizaciones de empleadas domésticas previamente, en este período dichas trabajadoras buscaron nuevas alianzas acercándose tanto al movimiento de mujeres como a distintos partidos políticos. Al observar sus alianzas, Hutchison reconstruye modos cambiantes de concebir al servicio doméstico y a las trabajadoras que lo realizan, plasmadas en distintas denominaciones del sindicato de trabajadoras de casas particulares. Las formas fluctuantes en que las trabajadoras nombraron a sus agrupaciones a lo largo del tiempo muestran distintos posicionamientos en la esfera pública que se tradujeron en diferentes posibilidades de garantizar derechos y lograr reivindicaciones plasmados en diversos proyectos de ley que buscaron regular este trabajo. La reconstrucción de los modos de definir el servicio doméstico constituye un aspecto hasta ahora relativamente descuidado por las Ciencias Sociales para el que el abordaje histórico resulta imprescindible.",Open Access,Elizabeth Quay Hutchison,Journal,"Nuevo mundo, mundos nuevos",http://nuevomundo.revues.org/65303,ISBN 1626-0252,Mondes Américains,https://historiapolitica.com/datos/biblioteca/124 hutchison.pdf,"Reprinted in Dossier “Trabajo, género y política en América Latina, siglos XIX y XX,” Programa Interuniversitario de Historia Política (online) 124 (May 2021)","“Identidades y Alianzas: El movimiento de las Trabajadoras de Casa Particular en la Guerra Fría""",2013
20673,HD-248600-16,Description of project work using machine learning tools to convert a book index to a dataset for Chicago placenames. The work arose from Reading Chicago Reading mapping tasks. It documents some ways librarians and literary and digital humanities scholars can collaborate.,Open Access,"John Shanahan, Ana Lucic",Other,"Machine Learning, Libraries, and Cross-Disciplinary Research: Possibilities and Provocations",,,University of Notre Dame Press,,,Toward a Chicago Place Name Dataset: From Back-of-the-Book Index to a Labeled Dataset,2021
20674,HD-248600-16,"Digital humanities scholars are developing new techniques of literary study using non-consumptive processing of large collections of scanned text. A crucial step in working with such collections is to separate the main text of a work from the surrounding paratext, the content of which may distort word counts, location references, sentiment scores, and other important outputs. Simple heuristic methods have been devised, but are not accurate for some texts and some methodological needs. This study describes a method for paratext detection based on smoothed unsupervised clustering. We show that this method is more accurate than simple heuristics, especially for non-fiction works, and edited works with larger amounts of paratext. We also show that a more accurate detection of paratext boundaries improves the accuracy of subsequent text processing, as exemplified by a readability metric.",,"John Shanahan, Ana Lucic, Robin Burke",Journal,IEEE/ACM Joint Conference on Digital Libraries (JCDL),https://ieeexplore.ieee.org/abstract/document/8791148,,IEEE Explore,,,Unsupervised Clustering with Smoothing for Detecting Paratext Boundaries in Scanned Documents,2019
20639,FT-254546-17,"This essay explores how some Americans came to view the Federal Council of Churches (FCC) and, more broadly, ecumenical mainline Protestantism as a threat to the national security interests of the United States. By focusing on the efforts of various elements in the federal bureaucracy—including the Federal Bureau of Investigation, the Chemical Warfare Service, and Military Intelligence—and the work of average Americans to investigate the FCC, the essay examines how techniques of surveillance and information management helped shape the way Americans came to understand religion in the twentieth century. The essay develops three interconnected themes: first, the rise of America's national security surveillance establishment in the United States after World War I; second, the development of new methods of information management and visualization in corporate and state bureaucracies; and, third, the rise of voluntary, private surveillance in the wake of World War I. Through these three themes, the essay highlights how a network of federal bureaucrats, business leaders, and average citizens used graphs, indexes, and files to interpret mainline, ecumenical Christianity as a threat to domestic security in the United States. Ultimately, the project suggests that scholarly efforts to assess fissures in U.S. Protestantism have focused too much on controversies over belief and theology—especially those related to evolutionary theory, eschatology, and scriptural inerrancy—and paid far too little attention to the emerging bureaucratic systems of state and corporate surveillance that helped to document, visualize, and disseminate these accusations in the first place.",,Michael J. McVicar,Journal,Religion and American Culture: A Journal of Interpretation,https://www.cambridge.org/core/journals/religion-and-american-culture/article/charts-indexes-and-files-surveillance-information-management-and-the-visualization-of-subversion-in-mainline-protestantism/170C55E3DB5ED1478DAC5D493A32C5CC#article,Cambridge Core,The Center for the Study of Religion and American Culture,https://doi.org/10.1017/rac.2020.13,DOI,"Charts, Indexes, and Files: Surveillance, Information Management, and the Visualization of Subversion in Mainline Protestantism",2020
20641,FT-265568-19,"It is a reading of a page from the graphic novel, Munnu.",,Esra Santesso,Magazine,Humanities: The Magazine for the National Endowment for Humanities,http://https://www.neh.gov/article/one-page-graphic-novel-munnu-boy-kashmir,,Humanities: The Magazine for the National Endowment for Humanities,,,Munnu: A Boy from Kashmir,2020
